dataset,feature_set,balancing,classifier,fold,accuracy,precision,recall,f1,auc,mcc
poi-1.5,POST_TFIDF,NONE,SVM_RBF,3,0.6595744680851063,0.6875,0.7857142857142857,0.7333333333333333,0.6569548872180452,0.27308802183393716
poi-1.5,POST_TFIDF,NONE,SVM_RBF,4,0.723404255319149,0.7777777777777778,0.75,0.7636363636363637,0.8402255639097744,0.4309821504831583
poi-1.5,POST_TFIDF,NONE,SVM_RBF,5,0.5531914893617021,0.6060606060606061,0.7142857142857143,0.6557377049180327,0.5582706766917294,0.03227328541285172
poi-1.5,POST_TFIDF,NONE,GB,1,0.7083333333333334,0.7027027027027027,0.896551724137931,0.7878787878787878,0.7196007259528131,0.36954305488188277
poi-1.5,POST_TFIDF,NONE,GB,2,0.7708333333333334,0.7575757575757576,0.8928571428571429,0.819672131147541,0.7258928571428572,0.5242186517143345
poi-1.5,POST_TFIDF,NONE,GB,3,0.5957446808510638,0.6363636363636364,0.75,0.6885245901639344,0.5385338345864662,0.12707606131310362
poi-1.5,POST_TFIDF,NONE,GB,4,0.7446808510638298,0.8076923076923077,0.75,0.7777777777777778,0.7011278195488723,0.4805600084561713
poi-1.5,POST_TFIDF,NONE,GB,5,0.574468085106383,0.625,0.7142857142857143,0.6666666666666666,0.6146616541353384,0.08707154319342923
poi-1.5,POST_TFIDF,SMOTE,LR,1,0.7291666666666666,0.75,0.8275862068965517,0.7868852459016393,0.7250453720508168,0.4217326631901446
poi-1.5,POST_TFIDF,SMOTE,LR,2,0.7291666666666666,0.7777777777777778,0.75,0.7636363636363637,0.8151785714285715,0.4472135954999579
poi-1.5,POST_TFIDF,SMOTE,LR,3,0.5957446808510638,0.6551724137931034,0.6785714285714286,0.6666666666666666,0.7095864661654135,0.15370710794367518
poi-1.5,POST_TFIDF,SMOTE,LR,4,0.723404255319149,0.8,0.7142857142857143,0.7547169811320755,0.7819548872180452,0.4436843199879214
poi-1.5,POST_TFIDF,SMOTE,LR,5,0.5531914893617021,0.6296296296296297,0.6071428571428571,0.6181818181818182,0.6109022556390978,0.08022611459210306
poi-1.5,POST_TFIDF,SMOTE,RF,1,0.5625,0.7,0.4827586206896552,0.5714285714285714,0.6651542649727767,0.1656219960617125
poi-1.5,POST_TFIDF,SMOTE,RF,2,0.7083333333333334,0.71875,0.8214285714285714,0.7666666666666667,0.7669642857142858,0.38844929803367795
poi-1.5,POST_TFIDF,SMOTE,RF,3,0.5957446808510638,0.6451612903225806,0.7142857142857143,0.6779661016949152,0.6494360902255639,0.14016379317012645
poi-1.5,POST_TFIDF,SMOTE,RF,4,0.723404255319149,0.7777777777777778,0.75,0.7636363636363637,0.7406015037593985,0.4309821504831583
poi-1.5,POST_TFIDF,SMOTE,RF,5,0.6808510638297872,0.6857142857142857,0.8571428571428571,0.7619047619047619,0.5902255639097744,0.31309869252980593
poi-1.5,POST_TFIDF,SMOTE,ET,1,0.5625,0.7,0.4827586206896552,0.5714285714285714,0.6306715063520871,0.1656219960617125
poi-1.5,POST_TFIDF,SMOTE,ET,2,0.75,0.7352941176470589,0.8928571428571429,0.8064516129032258,0.7526785714285714,0.4803460137413101
poi-1.5,POST_TFIDF,SMOTE,ET,3,0.574468085106383,0.6333333333333333,0.6785714285714286,0.6551724137931034,0.5958646616541352,0.10175012827442821
poi-1.5,POST_TFIDF,SMOTE,ET,4,0.723404255319149,0.8,0.7142857142857143,0.7547169811320755,0.7556390977443609,0.4436843199879214
poi-1.5,POST_TFIDF,SMOTE,ET,5,0.6595744680851063,0.6666666666666666,0.8571428571428571,0.75,0.5526315789473684,0.26144349280800105
poi-1.5,POST_TFIDF,SMOTE,SVM_RBF,1,0.7083333333333334,0.7272727272727273,0.8275862068965517,0.7741935483870968,0.7413793103448277,0.3733844372279492
poi-1.5,POST_TFIDF,SMOTE,SVM_RBF,2,0.7083333333333334,0.75,0.75,0.75,0.7651785714285715,0.4
poi-1.5,POST_TFIDF,SMOTE,SVM_RBF,3,0.6170212765957447,0.6666666666666666,0.7142857142857143,0.6896551724137931,0.6024436090225564,0.19198137410269475
poi-1.5,POST_TFIDF,SMOTE,SVM_RBF,4,0.7446808510638298,0.8333333333333334,0.7142857142857143,0.7692307692307693,0.7894736842105263,0.4945491263770958
poi-1.5,POST_TFIDF,SMOTE,SVM_RBF,5,0.5531914893617021,0.6129032258064516,0.6785714285714286,0.6440677966101694,0.5657894736842105,0.04866798373962724
poi-1.5,POST_TFIDF,SMOTE,GB,1,0.5416666666666666,0.6842105263157895,0.4482758620689655,0.5416666666666666,0.6923774954627949,0.132486388384755
poi-1.5,POST_TFIDF,SMOTE,GB,2,0.6666666666666666,0.7,0.75,0.7241379310344828,0.7383928571428572,0.30550504633038933
poi-1.5,POST_TFIDF,SMOTE,GB,3,0.574468085106383,0.625,0.7142857142857143,0.6666666666666666,0.6362781954887219,0.08707154319342923
poi-1.5,POST_TFIDF,SMOTE,GB,4,0.723404255319149,0.7777777777777778,0.75,0.7636363636363637,0.674812030075188,0.4309821504831583
poi-1.5,POST_TFIDF,SMOTE,GB,5,0.574468085106383,0.625,0.7142857142857143,0.6666666666666666,0.5601503759398496,0.08707154319342923
poi-1.5,POST_TFIDF,BLSMOTE,LR,1,0.5625,0.7857142857142857,0.3793103448275862,0.5116279069767442,0.7250453720508168,0.2382212805718396
poi-1.5,POST_TFIDF,BLSMOTE,LR,2,0.75,0.8076923076923077,0.75,0.7777777777777778,0.8187500000000001,0.4947274449181537
poi-1.5,POST_TFIDF,BLSMOTE,LR,3,0.5957446808510638,0.6551724137931034,0.6785714285714286,0.6666666666666666,0.7283834586466167,0.15370710794367518
poi-1.5,POST_TFIDF,BLSMOTE,LR,4,0.6808510638297872,0.8095238095238095,0.6071428571428571,0.6938775510204082,0.7687969924812031,0.3914986941476917
poi-1.5,POST_TFIDF,BLSMOTE,LR,5,0.5319148936170213,0.6875,0.39285714285714285,0.5,0.6372180451127819,0.1343236351213712
poi-1.5,POST_TFIDF,BLSMOTE,RF,1,0.5208333333333334,0.65,0.4482758620689655,0.5306122448979592,0.6597096188747732,0.07921051985560162
poi-1.5,POST_TFIDF,BLSMOTE,RF,2,0.6875,0.696969696969697,0.8214285714285714,0.7540983606557377,0.7669642857142858,0.3418817293789138
poi-1.5,POST_TFIDF,BLSMOTE,RF,3,0.574468085106383,0.6333333333333333,0.6785714285714286,0.6551724137931034,0.6212406015037594,0.10175012827442821
poi-1.5,POST_TFIDF,BLSMOTE,RF,4,0.7021276595744681,0.7692307692307693,0.7142857142857143,0.7407407407407407,0.7236842105263158,0.393354138195785
poi-1.5,POST_TFIDF,BLSMOTE,RF,5,0.6170212765957447,0.6785714285714286,0.6785714285714286,0.6785714285714286,0.593984962406015,0.20488721804511278
poi-1.5,POST_TFIDF,BLSMOTE,ET,1,0.5416666666666666,0.6842105263157895,0.4482758620689655,0.5416666666666666,0.6161524500907442,0.132486388384755
poi-1.5,POST_TFIDF,BLSMOTE,ET,2,0.6875,0.696969696969697,0.8214285714285714,0.7540983606557377,0.7419642857142857,0.3418817293789138
poi-1.5,POST_TFIDF,BLSMOTE,ET,3,0.5957446808510638,0.6551724137931034,0.6785714285714286,0.6666666666666666,0.619360902255639,0.15370710794367518
poi-1.5,POST_TFIDF,BLSMOTE,ET,4,0.6595744680851063,0.7727272727272727,0.6071428571428571,0.68,0.7302631578947367,0.33830929399079007
poi-1.5,POST_TFIDF,BLSMOTE,ET,5,0.6170212765957447,0.6785714285714286,0.6785714285714286,0.6785714285714286,0.5545112781954887,0.20488721804511278
poi-1.5,POST_TFIDF,BLSMOTE,SVM_RBF,1,0.5625,0.7857142857142857,0.3793103448275862,0.5116279069767442,0.6814882032667878,0.2382212805718396
poi-1.5,POST_TFIDF,BLSMOTE,SVM_RBF,2,0.7083333333333334,0.75,0.75,0.75,0.7401785714285715,0.4
poi-1.5,POST_TFIDF,BLSMOTE,SVM_RBF,3,0.6170212765957447,0.6785714285714286,0.6785714285714286,0.6785714285714286,0.5968045112781956,0.20488721804511278
poi-1.5,POST_TFIDF,BLSMOTE,SVM_RBF,4,0.6595744680851063,0.8333333333333334,0.5357142857142857,0.6521739130434783,0.7932330827067671,0.38142134193430505
poi-1.5,POST_TFIDF,BLSMOTE,SVM_RBF,5,0.5319148936170213,0.7142857142857143,0.35714285714285715,0.47619047619047616,0.6015037593984963,0.1573322663876521
poi-1.5,POST_TFIDF,BLSMOTE,GB,1,0.5416666666666666,0.6842105263157895,0.4482758620689655,0.5416666666666666,0.6960072595281307,0.132486388384755
poi-1.5,POST_TFIDF,BLSMOTE,GB,2,0.7083333333333334,0.7333333333333333,0.7857142857142857,0.7586206896551724,0.7116071428571428,0.3927922024247863
poi-1.5,POST_TFIDF,BLSMOTE,GB,3,0.5957446808510638,0.6551724137931034,0.6785714285714286,0.6666666666666666,0.6080827067669173,0.15370710794367518
poi-1.5,POST_TFIDF,BLSMOTE,GB,4,0.6595744680851063,0.75,0.6428571428571429,0.6923076923076923,0.6578947368421053,0.3210878656328906
poi-1.5,POST_TFIDF,BLSMOTE,GB,5,0.5957446808510638,0.68,0.6071428571428571,0.6415094339622641,0.618421052631579,0.18301978199501756
poi-1.5,RISK_FEATURES,NONE,LR,1,0.5625,0.75,0.41379310344827586,0.5333333333333333,0.6950998185117967,0.2108663315950723
poi-1.5,RISK_FEATURES,NONE,LR,2,0.6875,0.696969696969697,0.8214285714285714,0.7540983606557377,0.7383928571428572,0.3418817293789138
poi-1.5,RISK_FEATURES,NONE,LR,3,0.6170212765957447,0.6470588235294118,0.7857142857142857,0.7096774193548387,0.6719924812030075,0.16910128256616624
poi-1.5,RISK_FEATURES,NONE,LR,4,0.723404255319149,0.8,0.7142857142857143,0.7547169811320755,0.744360902255639,0.4436843199879214
poi-1.5,RISK_FEATURES,NONE,LR,5,0.6595744680851063,0.7,0.75,0.7241379310344828,0.6813909774436091,0.28221261993096125
poi-1.5,RISK_FEATURES,NONE,RF,1,0.7083333333333334,0.7142857142857143,0.8620689655172413,0.78125,0.6696914700544465,0.36947940080890257
poi-1.5,RISK_FEATURES,NONE,RF,2,0.7083333333333334,0.71875,0.8214285714285714,0.7666666666666667,0.7169642857142857,0.38844929803367795
poi-1.5,RISK_FEATURES,NONE,RF,3,0.574468085106383,0.625,0.7142857142857143,0.6666666666666666,0.6033834586466166,0.08707154319342923
poi-1.5,RISK_FEATURES,NONE,RF,4,0.7446808510638298,0.7666666666666667,0.8214285714285714,0.7931034482758621,0.7199248120300752,0.46267511158749436
poi-1.5,RISK_FEATURES,NONE,RF,5,0.6595744680851063,0.7,0.75,0.7241379310344828,0.6550751879699248,0.28221261993096125
poi-1.5,RISK_FEATURES,NONE,ET,1,0.7083333333333334,0.7142857142857143,0.8620689655172413,0.78125,0.6696914700544465,0.36947940080890257
poi-1.5,RISK_FEATURES,NONE,ET,2,0.7083333333333334,0.71875,0.8214285714285714,0.7666666666666667,0.7366071428571428,0.38844929803367795
poi-1.5,RISK_FEATURES,NONE,ET,3,0.5531914893617021,0.6129032258064516,0.6785714285714286,0.6440677966101694,0.6005639097744361,0.04866798373962724
poi-1.5,RISK_FEATURES,NONE,ET,4,0.6382978723404256,0.7391304347826086,0.6071428571428571,0.6666666666666666,0.700187969924812,0.28602654697182783
poi-1.5,RISK_FEATURES,NONE,ET,5,0.6170212765957447,0.6785714285714286,0.6785714285714286,0.6785714285714286,0.6541353383458647,0.20488721804511278
poi-1.5,RISK_FEATURES,NONE,SVM_RBF,1,0.7083333333333334,0.7272727272727273,0.8275862068965517,0.7741935483870968,0.6969147005444648,0.3733844372279492
poi-1.5,RISK_FEATURES,NONE,SVM_RBF,2,0.7083333333333334,0.71875,0.8214285714285714,0.7666666666666667,0.6633928571428572,0.38844929803367795
poi-1.5,RISK_FEATURES,NONE,SVM_RBF,3,0.574468085106383,0.625,0.7142857142857143,0.6666666666666666,0.6109022556390977,0.08707154319342923
poi-1.5,RISK_FEATURES,NONE,SVM_RBF,4,0.7446808510638298,0.7666666666666667,0.8214285714285714,0.7931034482758621,0.7650375939849624,0.46267511158749436
poi-1.5,RISK_FEATURES,NONE,SVM_RBF,5,0.6170212765957447,0.6785714285714286,0.6785714285714286,0.6785714285714286,0.5911654135338347,0.20488721804511278
poi-1.5,RISK_FEATURES,NONE,GB,1,0.7083333333333334,0.7142857142857143,0.8620689655172413,0.78125,0.6696914700544465,0.36947940080890257
poi-1.5,RISK_FEATURES,NONE,GB,2,0.7083333333333334,0.71875,0.8214285714285714,0.7666666666666667,0.7366071428571428,0.38844929803367795
poi-1.5,RISK_FEATURES,NONE,GB,3,0.5957446808510638,0.6363636363636364,0.75,0.6885245901639344,0.6015037593984962,0.12707606131310362
poi-1.5,RISK_FEATURES,NONE,GB,4,0.7021276595744681,0.7692307692307693,0.7142857142857143,0.7407407407407407,0.7011278195488722,0.393354138195785
poi-1.5,RISK_FEATURES,NONE,GB,5,0.6170212765957447,0.6666666666666666,0.7142857142857143,0.6896551724137931,0.6550751879699248,0.19198137410269475
poi-1.5,RISK_FEATURES,SMOTE,LR,1,0.5833333333333334,0.8,0.41379310344827586,0.5454545454545454,0.6950998185117967,0.26998566999559404
poi-1.5,RISK_FEATURES,SMOTE,LR,2,0.6666666666666666,0.75,0.6428571428571429,0.6923076923076923,0.7294642857142858,0.3380617018914066
poi-1.5,RISK_FEATURES,SMOTE,LR,3,0.6170212765957447,0.75,0.5357142857142857,0.625,0.6503759398496242,0.2705299212989522
poi-1.5,RISK_FEATURES,SMOTE,LR,4,0.6595744680851063,0.8,0.5714285714285714,0.6666666666666666,0.7236842105263157,0.358218930271716
poi-1.5,RISK_FEATURES,SMOTE,LR,5,0.5957446808510638,0.7368421052631579,0.5,0.5957446808510638,0.6635338345864662,0.23684210526315788
poi-1.5,RISK_FEATURES,SMOTE,RF,1,0.5625,0.7857142857142857,0.3793103448275862,0.5116279069767442,0.6696914700544465,0.2382212805718396
poi-1.5,RISK_FEATURES,SMOTE,RF,2,0.6041666666666666,0.7142857142857143,0.5357142857142857,0.6122448979591837,0.7098214285714286,0.23425474049997796
poi-1.5,RISK_FEATURES,SMOTE,RF,3,0.574468085106383,0.625,0.7142857142857143,0.6666666666666666,0.6090225563909774,0.08707154319342923
poi-1.5,RISK_FEATURES,SMOTE,RF,4,0.5957446808510638,0.7368421052631579,0.5,0.5957446808510638,0.6954887218045113,0.23684210526315788
poi-1.5,RISK_FEATURES,SMOTE,RF,5,0.574468085106383,0.7,0.5,0.5833333333333334,0.6550751879699248,0.18284091232618838
poi-1.5,RISK_FEATURES,SMOTE,ET,1,0.5625,0.7857142857142857,0.3793103448275862,0.5116279069767442,0.6696914700544465,0.2382212805718396
poi-1.5,RISK_FEATURES,SMOTE,ET,2,0.6041666666666666,0.7142857142857143,0.5357142857142857,0.6122448979591837,0.7196428571428571,0.23425474049997796
poi-1.5,RISK_FEATURES,SMOTE,ET,3,0.5531914893617021,0.6129032258064516,0.6785714285714286,0.6440677966101694,0.5958646616541353,0.04866798373962724
poi-1.5,RISK_FEATURES,SMOTE,ET,4,0.5957446808510638,0.7368421052631579,0.5,0.5957446808510638,0.6973684210526316,0.23684210526315788
poi-1.5,RISK_FEATURES,SMOTE,ET,5,0.5957446808510638,0.7368421052631579,0.5,0.5957446808510638,0.6484962406015038,0.23684210526315788
poi-1.5,RISK_FEATURES,SMOTE,SVM_RBF,1,0.5625,0.7857142857142857,0.3793103448275862,0.5116279069767442,0.6787658802177859,0.2382212805718396
poi-1.5,RISK_FEATURES,SMOTE,SVM_RBF,2,0.6458333333333334,0.6896551724137931,0.7142857142857143,0.7017543859649122,0.70625,0.26643538496884184
poi-1.5,RISK_FEATURES,SMOTE,SVM_RBF,3,0.574468085106383,0.625,0.7142857142857143,0.6666666666666666,0.45676691729323304,0.08707154319342923
poi-1.5,RISK_FEATURES,SMOTE,SVM_RBF,4,0.5957446808510638,0.7368421052631579,0.5,0.5957446808510638,0.693609022556391,0.23684210526315788
poi-1.5,RISK_FEATURES,SMOTE,SVM_RBF,5,0.5957446808510638,0.7368421052631579,0.5,0.5957446808510638,0.6343984962406015,0.23684210526315788
poi-1.5,RISK_FEATURES,SMOTE,GB,1,0.5625,0.7857142857142857,0.3793103448275862,0.5116279069767442,0.6696914700544465,0.2382212805718396
poi-1.5,RISK_FEATURES,SMOTE,GB,2,0.6041666666666666,0.7142857142857143,0.5357142857142857,0.6122448979591837,0.7241071428571428,0.23425474049997796
poi-1.5,RISK_FEATURES,SMOTE,GB,3,0.5531914893617021,0.6129032258064516,0.6785714285714286,0.6440677966101694,0.6090225563909775,0.04866798373962724
poi-1.5,RISK_FEATURES,SMOTE,GB,4,0.5957446808510638,0.7368421052631579,0.5,0.5957446808510638,0.6992481203007519,0.23684210526315788
poi-1.5,RISK_FEATURES,SMOTE,GB,5,0.6382978723404256,0.7619047619047619,0.5714285714285714,0.6530612244897959,0.6644736842105263,0.3042928238873054
poi-1.5,RISK_FEATURES,BLSMOTE,LR,1,0.5625,0.8333333333333334,0.3448275862068966,0.4878048780487805,0.6823956442831216,0.270555432368805
poi-1.5,RISK_FEATURES,BLSMOTE,LR,2,0.5833333333333334,0.6818181818181818,0.5357142857142857,0.6,0.7205357142857143,0.1837559081124571
poi-1.5,RISK_FEATURES,BLSMOTE,LR,3,0.6382978723404256,0.7619047619047619,0.5714285714285714,0.6530612244897959,0.6766917293233082,0.3042928238873054
poi-1.5,RISK_FEATURES,BLSMOTE,LR,4,0.7021276595744681,0.7916666666666666,0.6785714285714286,0.7307692307692307,0.7593984962406015,0.4078184960049932
poi-1.5,RISK_FEATURES,BLSMOTE,LR,5,0.6170212765957447,0.7777777777777778,0.5,0.6086956521739131,0.6795112781954887,0.2922332669546417
poi-1.5,RISK_FEATURES,BLSMOTE,RF,1,0.5625,0.75,0.41379310344827586,0.5333333333333333,0.6152450090744103,0.2108663315950723
poi-1.5,RISK_FEATURES,BLSMOTE,RF,2,0.6041666666666666,0.7142857142857143,0.5357142857142857,0.6122448979591837,0.6669642857142857,0.23425474049997796
poi-1.5,RISK_FEATURES,BLSMOTE,RF,3,0.6170212765957447,0.75,0.5357142857142857,0.625,0.612781954887218,0.2705299212989522
poi-1.5,RISK_FEATURES,BLSMOTE,RF,4,0.7021276595744681,0.7692307692307693,0.7142857142857143,0.7407407407407407,0.7236842105263158,0.393354138195785
poi-1.5,RISK_FEATURES,BLSMOTE,RF,5,0.6170212765957447,0.7272727272727273,0.5714285714285714,0.64,0.6719924812030075,0.25142111465982214
poi-1.5,RISK_FEATURES,BLSMOTE,ET,1,0.5625,0.75,0.41379310344827586,0.5333333333333333,0.6188747731397459,0.2108663315950723
poi-1.5,RISK_FEATURES,BLSMOTE,ET,2,0.6041666666666666,0.7142857142857143,0.5357142857142857,0.6122448979591837,0.6705357142857142,0.23425474049997796
poi-1.5,RISK_FEATURES,BLSMOTE,ET,3,0.5957446808510638,0.7368421052631579,0.5,0.5957446808510638,0.6118421052631579,0.23684210526315788
poi-1.5,RISK_FEATURES,BLSMOTE,ET,4,0.6382978723404256,0.7391304347826086,0.6071428571428571,0.6666666666666666,0.7236842105263158,0.28602654697182783
poi-1.5,RISK_FEATURES,BLSMOTE,ET,5,0.5531914893617021,0.7058823529411765,0.42857142857142855,0.5333333333333333,0.6710526315789473,0.16894360921037138
poi-1.5,RISK_FEATURES,BLSMOTE,SVM_RBF,1,0.5833333333333334,0.8461538461538461,0.3793103448275862,0.5238095238095238,0.7041742286751361,0.30157507849807724
poi-1.5,RISK_FEATURES,BLSMOTE,SVM_RBF,2,0.6458333333333334,0.8235294117647058,0.5,0.6222222222222222,0.6348214285714286,0.36079187627857534
poi-1.5,RISK_FEATURES,BLSMOTE,SVM_RBF,3,0.5957446808510638,0.7368421052631579,0.5,0.5957446808510638,0.6785714285714286,0.23684210526315788
poi-1.5,RISK_FEATURES,BLSMOTE,SVM_RBF,4,0.7021276595744681,0.7692307692307693,0.7142857142857143,0.7407407407407407,0.7349624060150376,0.393354138195785
poi-1.5,RISK_FEATURES,BLSMOTE,SVM_RBF,5,0.574468085106383,0.8333333333333334,0.35714285714285715,0.5,0.6719924812030075,0.28348124864185137
poi-1.5,RISK_FEATURES,BLSMOTE,GB,1,0.5625,0.75,0.41379310344827586,0.5333333333333333,0.6188747731397459,0.2108663315950723
poi-1.5,RISK_FEATURES,BLSMOTE,GB,2,0.6041666666666666,0.7142857142857143,0.5357142857142857,0.6122448979591837,0.6776785714285714,0.23425474049997796
poi-1.5,RISK_FEATURES,BLSMOTE,GB,3,0.5957446808510638,0.7368421052631579,0.5,0.5957446808510638,0.6146616541353384,0.23684210526315788
poi-1.5,RISK_FEATURES,BLSMOTE,GB,4,0.7021276595744681,0.7692307692307693,0.7142857142857143,0.7407407407407407,0.7218045112781954,0.393354138195785
poi-1.5,RISK_FEATURES,BLSMOTE,GB,5,0.5319148936170213,0.6666666666666666,0.42857142857142855,0.5217391304347826,0.6738721804511278,0.11385711699531495
poi-1.5,METRICS_RISK,NONE,LR,1,0.6458333333333334,0.6764705882352942,0.7931034482758621,0.7301587301587301,0.7114337568058077,0.23041074678259896
poi-1.5,METRICS_RISK,NONE,LR,2,0.75,0.75,0.8571428571428571,0.8,0.75,0.47809144373375745
poi-1.5,METRICS_RISK,NONE,LR,3,0.6382978723404256,0.6774193548387096,0.75,0.711864406779661,0.7377819548872181,0.23165960260062565
poi-1.5,METRICS_RISK,NONE,LR,4,0.723404255319149,0.7777777777777778,0.75,0.7636363636363637,0.849624060150376,0.4309821504831583
poi-1.5,METRICS_RISK,NONE,LR,5,0.6595744680851063,0.6875,0.7857142857142857,0.7333333333333333,0.6973684210526316,0.27308802183393716
poi-1.5,METRICS_RISK,NONE,RF,1,0.6875,0.7058823529411765,0.8275862068965517,0.7619047619047619,0.7658802177858439,0.32413715225348666
poi-1.5,METRICS_RISK,NONE,RF,2,0.8125,0.7714285714285715,0.9642857142857143,0.8571428571428571,0.8785714285714286,0.6260187928827586
poi-1.5,METRICS_RISK,NONE,RF,3,0.7021276595744681,0.7692307692307693,0.7142857142857143,0.7407407407407407,0.7857142857142858,0.393354138195785
poi-1.5,METRICS_RISK,NONE,RF,4,0.8085106382978723,0.88,0.7857142857142857,0.8301886792452831,0.837406015037594,0.6174606786498573
poi-1.5,METRICS_RISK,NONE,RF,5,0.7021276595744681,0.7692307692307693,0.7142857142857143,0.7407407407407407,0.6654135338345866,0.393354138195785
poi-1.5,METRICS_RISK,NONE,ET,1,0.6666666666666666,0.7096774193548387,0.7586206896551724,0.7333333333333333,0.7023593466424682,0.29135236340996784
poi-1.5,METRICS_RISK,NONE,ET,2,0.8125,0.7878787878787878,0.9285714285714286,0.8524590163934426,0.8357142857142857,0.6153871128820448
poi-1.5,METRICS_RISK,NONE,ET,3,0.7021276595744681,0.7692307692307693,0.7142857142857143,0.7407407407407407,0.7293233082706767,0.393354138195785
poi-1.5,METRICS_RISK,NONE,ET,4,0.8085106382978723,0.8518518518518519,0.8214285714285714,0.8363636363636363,0.8327067669172933,0.6063601684286859
poi-1.5,METRICS_RISK,NONE,ET,5,0.574468085106383,0.6538461538461539,0.6071428571428571,0.6296296296296297,0.6005639097744362,0.1317365274146261
poi-1.5,METRICS_RISK,NONE,SVM_RBF,1,0.7083333333333334,0.7027027027027027,0.896551724137931,0.7878787878787878,0.7622504537205081,0.36954305488188277
poi-1.5,METRICS_RISK,NONE,SVM_RBF,2,0.8125,0.7567567567567568,1.0,0.8615384615384616,0.8678571428571429,0.6451482125963119
poi-1.5,METRICS_RISK,NONE,SVM_RBF,3,0.7021276595744681,0.7333333333333333,0.7857142857142857,0.7586206896551724,0.6907894736842105,0.37244386575922783
poi-1.5,METRICS_RISK,NONE,SVM_RBF,4,0.8085106382978723,0.8518518518518519,0.8214285714285714,0.8363636363636363,0.8421052631578947,0.6063601684286859
poi-1.5,METRICS_RISK,NONE,SVM_RBF,5,0.6595744680851063,0.6764705882352942,0.8214285714285714,0.7419354838709677,0.6522556390977444,0.2660251884272615
poi-1.5,METRICS_RISK,NONE,GB,1,0.6875,0.7058823529411765,0.8275862068965517,0.7619047619047619,0.7068965517241379,0.32413715225348666
poi-1.5,METRICS_RISK,NONE,GB,2,0.7916666666666666,0.7647058823529411,0.9285714285714286,0.8387096774193549,0.8339285714285715,0.5733162099493055
poi-1.5,METRICS_RISK,NONE,GB,3,0.723404255319149,0.8,0.7142857142857143,0.7547169811320755,0.7960526315789475,0.4436843199879214
poi-1.5,METRICS_RISK,NONE,GB,4,0.7872340425531915,0.8461538461538461,0.7857142857142857,0.8148148148148148,0.8233082706766919,0.5677658787165576
poi-1.5,METRICS_RISK,NONE,GB,5,0.6595744680851063,0.7307692307692307,0.6785714285714286,0.7037037037037037,0.7086466165413534,0.30614826793539873
poi-1.5,METRICS_RISK,SMOTE,LR,1,0.6041666666666666,0.75,0.5172413793103449,0.6122448979591837,0.6969147005444646,0.25203347226782336
poi-1.5,METRICS_RISK,SMOTE,LR,2,0.75,0.7857142857142857,0.7857142857142857,0.7857142857142857,0.7482142857142857,0.4857142857142857
poi-1.5,METRICS_RISK,SMOTE,LR,3,0.5957446808510638,0.68,0.6071428571428571,0.6415094339622641,0.7453007518796992,0.18301978199501756
poi-1.5,METRICS_RISK,SMOTE,LR,4,0.7446808510638298,0.8333333333333334,0.7142857142857143,0.7692307692307693,0.8458646616541354,0.4945491263770958
poi-1.5,METRICS_RISK,SMOTE,LR,5,0.6808510638297872,0.7241379310344828,0.75,0.7368421052631579,0.6823308270676692,0.3320832579030019
poi-1.5,METRICS_RISK,SMOTE,RF,1,0.7083333333333334,0.7272727272727273,0.8275862068965517,0.7741935483870968,0.7495462794918331,0.3733844372279492
poi-1.5,METRICS_RISK,SMOTE,RF,2,0.8125,0.7878787878787878,0.9285714285714286,0.8524590163934426,0.8821428571428571,0.6153871128820448
poi-1.5,METRICS_RISK,SMOTE,RF,3,0.7021276595744681,0.7692307692307693,0.7142857142857143,0.7407407407407407,0.7791353383458647,0.393354138195785
poi-1.5,METRICS_RISK,SMOTE,RF,4,0.7872340425531915,0.875,0.75,0.8076923076923077,0.8411654135338347,0.5812797567491984
poi-1.5,METRICS_RISK,SMOTE,RF,5,0.6382978723404256,0.7391304347826086,0.6071428571428571,0.6666666666666666,0.6644736842105263,0.28602654697182783
poi-1.5,METRICS_RISK,SMOTE,ET,1,0.6666666666666666,0.7241379310344828,0.7241379310344828,0.7241379310344828,0.7005444646098005,0.3030852994555354
poi-1.5,METRICS_RISK,SMOTE,ET,2,0.8125,0.7878787878787878,0.9285714285714286,0.8524590163934426,0.8446428571428571,0.6153871128820448
poi-1.5,METRICS_RISK,SMOTE,ET,3,0.7021276595744681,0.7692307692307693,0.7142857142857143,0.7407407407407407,0.7359022556390977,0.393354138195785
poi-1.5,METRICS_RISK,SMOTE,ET,4,0.7872340425531915,0.8214285714285714,0.8214285714285714,0.8214285714285714,0.8355263157894737,0.5582706766917294
poi-1.5,METRICS_RISK,SMOTE,ET,5,0.6170212765957447,0.6923076923076923,0.6428571428571429,0.6666666666666666,0.6127819548872181,0.21894239767501242
poi-1.5,METRICS_RISK,SMOTE,SVM_RBF,1,0.5416666666666666,0.7058823529411765,0.41379310344827586,0.5217391304347826,0.6842105263157895,0.1540270456243779
poi-1.5,METRICS_RISK,SMOTE,SVM_RBF,2,0.8125,0.7878787878787878,0.9285714285714286,0.8524590163934426,0.8803571428571428,0.6153871128820448
poi-1.5,METRICS_RISK,SMOTE,SVM_RBF,3,0.6595744680851063,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.7020676691729324,0.2932330827067669
poi-1.5,METRICS_RISK,SMOTE,SVM_RBF,4,0.7659574468085106,0.84,0.75,0.7924528301886793,0.8421052631578947,0.5305724993188893
