dataset,feature_set,balancing,classifier,fold,accuracy,precision,recall,f1,auc,mcc
xerces-1.2,METRICS_RISK,NONE,GB,4,0.8636363636363636,0.6666666666666666,0.2857142857142857,0.4,0.7693050193050193,0.3753810674354723
xerces-1.2,METRICS_RISK,NONE,GB,5,0.8522727272727273,0.625,0.3333333333333333,0.43478260869565216,0.7922374429223744,0.38225478605399726
xerces-1.2,METRICS_RISK,SMOTE,LR,1,0.625,0.22857142857142856,0.5714285714285714,0.32653061224489793,0.6901544401544402,0.15436965681730952
xerces-1.2,METRICS_RISK,SMOTE,LR,2,0.5909090909090909,0.225,0.6428571428571429,0.3333333333333333,0.5752895752895753,0.16449681473877256
xerces-1.2,METRICS_RISK,SMOTE,LR,3,0.6136363636363636,0.20588235294117646,0.5,0.2916666666666667,0.6196911196911197,0.10151069928400627
xerces-1.2,METRICS_RISK,SMOTE,LR,4,0.625,0.1724137931034483,0.35714285714285715,0.23255813953488372,0.5212355212355212,0.025537244501112378
xerces-1.2,METRICS_RISK,SMOTE,LR,5,0.7159090909090909,0.3333333333333333,0.6666666666666666,0.4444444444444444,0.7228310502283105,0.3115206008654232
xerces-1.2,METRICS_RISK,SMOTE,RF,1,0.7613636363636364,0.29411764705882354,0.35714285714285715,0.3225806451612903,0.7292471042471043,0.18064163552621088
xerces-1.2,METRICS_RISK,SMOTE,RF,2,0.7954545454545454,0.3888888888888889,0.5,0.4375,0.8088803088803089,0.3185930029073167
xerces-1.2,METRICS_RISK,SMOTE,RF,3,0.8522727272727273,0.5333333333333333,0.5714285714285714,0.5517241379310345,0.8851351351351352,0.4638098970473492
xerces-1.2,METRICS_RISK,SMOTE,RF,4,0.8181818181818182,0.4166666666666667,0.35714285714285715,0.38461538461538464,0.777027027027027,0.27982828266197823
xerces-1.2,METRICS_RISK,SMOTE,RF,5,0.7727272727272727,0.35294117647058826,0.4,0.375,0.7100456621004566,0.2374662819105748
xerces-1.2,METRICS_RISK,SMOTE,ET,1,0.75,0.25,0.2857142857142857,0.26666666666666666,0.69015444015444,0.11716660671033247
xerces-1.2,METRICS_RISK,SMOTE,ET,2,0.8522727272727273,0.5384615384615384,0.5,0.5185185185185185,0.7360038610038611,0.43182476361670885
xerces-1.2,METRICS_RISK,SMOTE,ET,3,0.8522727272727273,0.5333333333333333,0.5714285714285714,0.5517241379310345,0.8706563706563708,0.4638098970473492
xerces-1.2,METRICS_RISK,SMOTE,ET,4,0.8181818181818182,0.4,0.2857142857142857,0.3333333333333333,0.7731660231660231,0.23583522980728647
xerces-1.2,METRICS_RISK,SMOTE,ET,5,0.7613636363636364,0.3125,0.3333333333333333,0.3225806451612903,0.6917808219178082,0.1780724346544534
xerces-1.2,METRICS_RISK,SMOTE,SVM_RBF,1,0.6136363636363636,0.23684210526315788,0.6428571428571429,0.34615384615384615,0.6824324324324323,0.18531760113378792
xerces-1.2,METRICS_RISK,SMOTE,SVM_RBF,2,0.7045454545454546,0.3125,0.7142857142857143,0.43478260869565216,0.777992277992278,0.3170551898031891
xerces-1.2,METRICS_RISK,SMOTE,SVM_RBF,3,0.625,0.24324324324324326,0.6428571428571429,0.35294117647058826,0.7220077220077219,0.1959678080849188
xerces-1.2,METRICS_RISK,SMOTE,SVM_RBF,4,0.625,0.14814814814814814,0.2857142857142857,0.1951219512195122,0.5723938223938224,-0.019904289086766613
xerces-1.2,METRICS_RISK,SMOTE,SVM_RBF,5,0.7045454545454546,0.3103448275862069,0.6,0.4090909090909091,0.7602739726027398,0.2608171540680873
xerces-1.2,METRICS_RISK,SMOTE,GB,1,0.7954545454545454,0.4,0.5714285714285714,0.47058823529411764,0.8301158301158301,0.3572041737052757
xerces-1.2,METRICS_RISK,SMOTE,GB,2,0.8636363636363636,0.5454545454545454,0.8571428571428571,0.6666666666666666,0.861969111969112,0.609871602834049
xerces-1.2,METRICS_RISK,SMOTE,GB,3,0.8522727272727273,0.5263157894736842,0.7142857142857143,0.6060606060606061,0.8426640926640927,0.5268501979861466
xerces-1.2,METRICS_RISK,SMOTE,GB,4,0.8068181818181818,0.36363636363636365,0.2857142857142857,0.32,0.7480694980694981,0.21137012653545936
xerces-1.2,METRICS_RISK,SMOTE,GB,5,0.75,0.29411764705882354,0.3333333333333333,0.3125,0.7712328767123289,0.16092037418848476
xerces-1.2,METRICS_RISK,BLSMOTE,LR,1,0.6136363636363636,0.25,0.7142857142857143,0.37037037037037035,0.7055984555984556,0.22689215826037593
xerces-1.2,METRICS_RISK,BLSMOTE,LR,2,0.5681818181818182,0.2,0.5714285714285714,0.2962962962962963,0.5791505791505792,0.10210147121716917
xerces-1.2,METRICS_RISK,BLSMOTE,LR,3,0.625,0.22857142857142856,0.5714285714285714,0.32653061224489793,0.6428571428571428,0.15436965681730952
xerces-1.2,METRICS_RISK,BLSMOTE,LR,4,0.5909090909090909,0.19444444444444445,0.5,0.28,0.5550193050193051,0.0804239172635011
xerces-1.2,METRICS_RISK,BLSMOTE,LR,5,0.6704545454545454,0.28125,0.6,0.3829787234042553,0.7045662100456621,0.22272990496903347
xerces-1.2,METRICS_RISK,BLSMOTE,RF,1,0.75,0.25,0.2857142857142857,0.26666666666666666,0.7586872586872586,0.11716660671033247
xerces-1.2,METRICS_RISK,BLSMOTE,RF,2,0.7954545454545454,0.4,0.5714285714285714,0.47058823529411764,0.806949806949807,0.3572041737052757
xerces-1.2,METRICS_RISK,BLSMOTE,RF,3,0.8636363636363636,0.5625,0.6428571428571429,0.6,0.8735521235521234,0.5199268172771003
xerces-1.2,METRICS_RISK,BLSMOTE,RF,4,0.8068181818181818,0.3333333333333333,0.21428571428571427,0.2608695652173913,0.79488416988417,0.1607919893177125
xerces-1.2,METRICS_RISK,BLSMOTE,RF,5,0.8181818181818182,0.4666666666666667,0.4666666666666667,0.4666666666666667,0.7178082191780822,0.35707762557077627
xerces-1.2,METRICS_RISK,BLSMOTE,ET,1,0.7272727272727273,0.2222222222222222,0.2857142857142857,0.25,0.6838803088803089,0.08752555024926283
xerces-1.2,METRICS_RISK,BLSMOTE,ET,2,0.8409090909090909,0.5,0.42857142857142855,0.46153846153846156,0.7335907335907336,0.3703609623467359
xerces-1.2,METRICS_RISK,BLSMOTE,ET,3,0.8636363636363636,0.5625,0.6428571428571429,0.6,0.8745173745173745,0.5199268172771003
xerces-1.2,METRICS_RISK,BLSMOTE,ET,4,0.8181818181818182,0.375,0.21428571428571427,0.2727272727272727,0.778957528957529,0.18666965432431656
xerces-1.2,METRICS_RISK,BLSMOTE,ET,5,0.7954545454545454,0.38461538461538464,0.3333333333333333,0.35714285714285715,0.7031963470319635,0.2371137379319794
xerces-1.2,METRICS_RISK,BLSMOTE,SVM_RBF,1,0.5795454545454546,0.20512820512820512,0.5714285714285714,0.3018867924528302,0.6969111969111969,0.11229149547636604
xerces-1.2,METRICS_RISK,BLSMOTE,SVM_RBF,2,0.7840909090909091,0.38095238095238093,0.5714285714285714,0.45714285714285713,0.8137065637065638,0.33959159306032227
xerces-1.2,METRICS_RISK,BLSMOTE,SVM_RBF,3,0.6363636363636364,0.2631578947368421,0.7142857142857143,0.38461538461538464,0.7287644787644788,0.24804048151753152
xerces-1.2,METRICS_RISK,BLSMOTE,SVM_RBF,4,0.6363636363636364,0.15384615384615385,0.2857142857142857,0.2,0.5608108108108107,-0.009285789825184802
xerces-1.2,METRICS_RISK,BLSMOTE,SVM_RBF,5,0.7272727272727273,0.3333333333333333,0.6,0.42857142857142855,0.7940639269406393,0.2881755335019611
xerces-1.2,METRICS_RISK,BLSMOTE,GB,1,0.7727272727272727,0.375,0.6428571428571429,0.47368421052631576,0.8359073359073359,0.3614842312201867
xerces-1.2,METRICS_RISK,BLSMOTE,GB,2,0.8181818181818182,0.4583333333333333,0.7857142857142857,0.5789473684210527,0.8445945945945945,0.501004460813943
xerces-1.2,METRICS_RISK,BLSMOTE,GB,3,0.8636363636363636,0.5625,0.6428571428571429,0.6,0.8436293436293436,0.5199268172771003
xerces-1.2,METRICS_RISK,BLSMOTE,GB,4,0.8181818181818182,0.4,0.2857142857142857,0.3333333333333333,0.7775096525096524,0.23583522980728647
xerces-1.2,METRICS_RISK,BLSMOTE,GB,5,0.7954545454545454,0.4,0.4,0.4,0.8050228310502283,0.27671232876712326
xerces-1.2,METRICS_POST_TFIDF_RISK,NONE,LR,1,0.8522727272727273,0.6666666666666666,0.14285714285714285,0.23529411764705882,0.6805019305019305,0.2607082836146173
xerces-1.2,METRICS_POST_TFIDF_RISK,NONE,LR,2,0.8068181818181818,0.2,0.07142857142857142,0.10526315789473684,0.611003861003861,0.02745165795863452
xerces-1.2,METRICS_POST_TFIDF_RISK,NONE,LR,3,0.8522727272727273,1.0,0.07142857142857142,0.13333333333333333,0.6776061776061776,0.24648597651267215
xerces-1.2,METRICS_POST_TFIDF_RISK,NONE,LR,4,0.8522727272727273,1.0,0.07142857142857142,0.13333333333333333,0.5608108108108107,0.24648597651267215
xerces-1.2,METRICS_POST_TFIDF_RISK,NONE,LR,5,0.7954545454545454,0.0,0.0,0.0,0.6981735159817353,-0.08515994337054893
xerces-1.2,METRICS_POST_TFIDF_RISK,NONE,RF,1,0.7613636363636364,0.26666666666666666,0.2857142857142857,0.27586206896551724,0.6534749034749034,0.13332187324033115
xerces-1.2,METRICS_POST_TFIDF_RISK,NONE,RF,2,0.8295454545454546,0.4444444444444444,0.2857142857142857,0.34782608695652173,0.77992277992278,0.2633260114913263
xerces-1.2,METRICS_POST_TFIDF_RISK,NONE,RF,3,0.8863636363636364,0.75,0.42857142857142855,0.5454545454545454,0.8754826254826255,0.5108853697297085
xerces-1.2,METRICS_POST_TFIDF_RISK,NONE,RF,4,0.8181818181818182,0.3333333333333333,0.14285714285714285,0.2,0.7398648648648649,0.12886215747784868
xerces-1.2,METRICS_POST_TFIDF_RISK,NONE,RF,5,0.8295454545454546,0.5,0.13333333333333333,0.21052631578947367,0.6675799086757992,0.1912411254934916
xerces-1.2,METRICS_POST_TFIDF_RISK,NONE,ET,1,0.7727272727272727,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.6611969111969112,0.15057915057915058
xerces-1.2,METRICS_POST_TFIDF_RISK,NONE,ET,2,0.8409090909090909,0.5,0.35714285714285715,0.4166666666666667,0.7075289575289575,0.33372909878389595
xerces-1.2,METRICS_POST_TFIDF_RISK,NONE,ET,3,0.875,0.6666666666666666,0.42857142857142855,0.5217391304347826,0.8783783783783785,0.4683940558385538
xerces-1.2,METRICS_POST_TFIDF_RISK,NONE,ET,4,0.8295454545454546,0.42857142857142855,0.21428571428571427,0.2857142857142857,0.7432432432432432,0.21658914200547072
xerces-1.2,METRICS_POST_TFIDF_RISK,NONE,ET,5,0.8181818181818182,0.42857142857142855,0.2,0.2727272727272727,0.6547945205479453,0.20178948655314144
xerces-1.2,METRICS_POST_TFIDF_RISK,NONE,SVM_RBF,1,0.8409090909090909,0.0,0.0,0.0,0.6785714285714286,0.0
xerces-1.2,METRICS_POST_TFIDF_RISK,NONE,SVM_RBF,2,0.8409090909090909,0.0,0.0,0.0,0.7142857142857143,0.0
xerces-1.2,METRICS_POST_TFIDF_RISK,NONE,SVM_RBF,3,0.8409090909090909,0.0,0.0,0.0,0.9034749034749036,0.0
xerces-1.2,METRICS_POST_TFIDF_RISK,NONE,SVM_RBF,4,0.8409090909090909,0.0,0.0,0.0,0.7036679536679536,0.0
xerces-1.2,METRICS_POST_TFIDF_RISK,NONE,SVM_RBF,5,0.8295454545454546,0.0,0.0,0.0,0.6442922374429224,0.0
xerces-1.2,METRICS_POST_TFIDF_RISK,NONE,GB,1,0.7954545454545454,0.3333333333333333,0.2857142857142857,0.3076923076923077,0.8030888030888031,0.18929560297722056
xerces-1.2,METRICS_POST_TFIDF_RISK,NONE,GB,2,0.8068181818181818,0.38461538461538464,0.35714285714285715,0.37037037037037035,0.7736486486486486,0.2567068871269836
xerces-1.2,METRICS_POST_TFIDF_RISK,NONE,GB,3,0.9090909090909091,0.875,0.5,0.6363636363636364,0.9063706563706564,0.6189572748648392
xerces-1.2,METRICS_POST_TFIDF_RISK,NONE,GB,4,0.8636363636363636,0.75,0.21428571428571427,0.3333333333333333,0.7466216216216216,0.3525443984223568
xerces-1.2,METRICS_POST_TFIDF_RISK,NONE,GB,5,0.7954545454545454,0.3333333333333333,0.2,0.25,0.6936073059360731,0.14620016082026535
xerces-1.2,METRICS_POST_TFIDF_RISK,SMOTE,LR,1,0.6704545454545454,0.2727272727272727,0.6428571428571429,0.3829787234042553,0.7046332046332047,0.24065547555594474
xerces-1.2,METRICS_POST_TFIDF_RISK,SMOTE,LR,2,0.6363636363636364,0.2631578947368421,0.7142857142857143,0.38461538461538464,0.611969111969112,0.24804048151753152
xerces-1.2,METRICS_POST_TFIDF_RISK,SMOTE,LR,3,0.6818181818181818,0.29411764705882354,0.7142857142857143,0.4166666666666667,0.6969111969111969,0.2929308750767038
xerces-1.2,METRICS_POST_TFIDF_RISK,SMOTE,LR,4,0.5909090909090909,0.15625,0.35714285714285715,0.21739130434782608,0.5366795366795367,-0.005871392403762761
xerces-1.2,METRICS_POST_TFIDF_RISK,SMOTE,LR,5,0.7045454545454546,0.3103448275862069,0.6,0.4090909090909091,0.7027397260273973,0.2608171540680873
xerces-1.2,METRICS_POST_TFIDF_RISK,SMOTE,RF,1,0.7272727272727273,0.2222222222222222,0.2857142857142857,0.25,0.6563706563706564,0.08752555024926283
xerces-1.2,METRICS_POST_TFIDF_RISK,SMOTE,RF,2,0.8181818181818182,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.8122586872586872,0.3204633204633205
xerces-1.2,METRICS_POST_TFIDF_RISK,SMOTE,RF,3,0.875,0.6153846153846154,0.5714285714285714,0.5925925925925926,0.8692084942084943,0.5193837018615715
xerces-1.2,METRICS_POST_TFIDF_RISK,SMOTE,RF,4,0.8295454545454546,0.45454545454545453,0.35714285714285715,0.4,0.748069498069498,0.30531240499566353
xerces-1.2,METRICS_POST_TFIDF_RISK,SMOTE,RF,5,0.7840909090909091,0.3888888888888889,0.4666666666666667,0.42424242424242425,0.6904109589041094,0.29456677951103954
xerces-1.2,METRICS_POST_TFIDF_RISK,SMOTE,ET,1,0.75,0.2777777777777778,0.35714285714285715,0.3125,0.6443050193050193,0.1645480344686141
xerces-1.2,METRICS_POST_TFIDF_RISK,SMOTE,ET,2,0.8295454545454546,0.45454545454545453,0.35714285714285715,0.4,0.7051158301158301,0.30531240499566353
xerces-1.2,METRICS_POST_TFIDF_RISK,SMOTE,ET,3,0.875,0.6363636363636364,0.5,0.56,0.8585907335907336,0.4931969619160719
xerces-1.2,METRICS_POST_TFIDF_RISK,SMOTE,ET,4,0.8295454545454546,0.4444444444444444,0.2857142857142857,0.34782608695652173,0.7451737451737451,0.2633260114913263
xerces-1.2,METRICS_POST_TFIDF_RISK,SMOTE,ET,5,0.7840909090909091,0.35714285714285715,0.3333333333333333,0.3448275862068966,0.6694063926940639,0.21594387919208566
xerces-1.2,METRICS_POST_TFIDF_RISK,SMOTE,SVM_RBF,1,0.6136363636363636,0.23684210526315788,0.6428571428571429,0.34615384615384615,0.665057915057915,0.18531760113378792
xerces-1.2,METRICS_POST_TFIDF_RISK,SMOTE,SVM_RBF,2,0.7045454545454546,0.3125,0.7142857142857143,0.43478260869565216,0.7828185328185329,0.3170551898031891
xerces-1.2,METRICS_POST_TFIDF_RISK,SMOTE,SVM_RBF,3,0.625,0.24324324324324326,0.6428571428571429,0.35294117647058826,0.7229729729729729,0.1959678080849188
xerces-1.2,METRICS_POST_TFIDF_RISK,SMOTE,SVM_RBF,4,0.625,0.14814814814814814,0.2857142857142857,0.1951219512195122,0.5762548262548262,-0.019904289086766613
xerces-1.2,METRICS_POST_TFIDF_RISK,SMOTE,SVM_RBF,5,0.7045454545454546,0.3103448275862069,0.6,0.4090909090909091,0.7611872146118721,0.2608171540680873
xerces-1.2,METRICS_POST_TFIDF_RISK,SMOTE,GB,1,0.7386363636363636,0.2631578947368421,0.35714285714285715,0.30303030303030304,0.7442084942084941,0.149302824836465
xerces-1.2,METRICS_POST_TFIDF_RISK,SMOTE,GB,2,0.7840909090909091,0.4,0.7142857142857143,0.5128205128205128,0.8556949806949806,0.41491172986590175
xerces-1.2,METRICS_POST_TFIDF_RISK,SMOTE,GB,3,0.8522727272727273,0.5294117647058824,0.6428571428571429,0.5806451612903226,0.8933397683397684,0.4954230994134694
xerces-1.2,METRICS_POST_TFIDF_RISK,SMOTE,GB,4,0.8068181818181818,0.36363636363636365,0.2857142857142857,0.32,0.7075289575289575,0.21137012653545936
xerces-1.2,METRICS_POST_TFIDF_RISK,SMOTE,GB,5,0.7159090909090909,0.2222222222222222,0.26666666666666666,0.24242424242424243,0.7073059360730594,0.06981062404596891
xerces-1.2,METRICS_POST_TFIDF_RISK,BLSMOTE,LR,1,0.7272727272727273,0.32142857142857145,0.6428571428571429,0.42857142857142855,0.7268339768339769,0.303197399984292
xerces-1.2,METRICS_POST_TFIDF_RISK,BLSMOTE,LR,2,0.6363636363636364,0.25,0.6428571428571429,0.36,0.6303088803088803,0.20680435867757424
xerces-1.2,METRICS_POST_TFIDF_RISK,BLSMOTE,LR,3,0.6818181818181818,0.29411764705882354,0.7142857142857143,0.4166666666666667,0.7104247104247103,0.2929308750767038
xerces-1.2,METRICS_POST_TFIDF_RISK,BLSMOTE,LR,4,0.6477272727272727,0.22580645161290322,0.5,0.3111111111111111,0.5656370656370656,0.13451578039134085
xerces-1.2,METRICS_POST_TFIDF_RISK,BLSMOTE,LR,5,0.6818181818181818,0.2903225806451613,0.6,0.391304347826087,0.7018264840182649,0.23508364631884776
xerces-1.2,METRICS_POST_TFIDF_RISK,BLSMOTE,RF,1,0.7386363636363636,0.2631578947368421,0.35714285714285715,0.30303030303030304,0.6747104247104247,0.149302824836465
xerces-1.2,METRICS_POST_TFIDF_RISK,BLSMOTE,RF,2,0.8068181818181818,0.38461538461538464,0.35714285714285715,0.37037037037037035,0.781853281853282,0.2567068871269836
xerces-1.2,METRICS_POST_TFIDF_RISK,BLSMOTE,RF,3,0.8636363636363636,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.8774131274131275,0.49034749034749037
xerces-1.2,METRICS_POST_TFIDF_RISK,BLSMOTE,RF,4,0.8181818181818182,0.4,0.2857142857142857,0.3333333333333333,0.7688223938223938,0.23583522980728647
xerces-1.2,METRICS_POST_TFIDF_RISK,BLSMOTE,RF,5,0.7954545454545454,0.4117647058823529,0.4666666666666667,0.4375,0.7009132420091325,0.31401218963266486
xerces-1.2,METRICS_POST_TFIDF_RISK,BLSMOTE,ET,1,0.7727272727272727,0.3125,0.35714285714285715,0.3333333333333333,0.640926640926641,0.19771864882368606
xerces-1.2,METRICS_POST_TFIDF_RISK,BLSMOTE,ET,2,0.8409090909090909,0.5,0.35714285714285715,0.4166666666666667,0.6867760617760619,0.33372909878389595
xerces-1.2,METRICS_POST_TFIDF_RISK,BLSMOTE,ET,3,0.8863636363636364,0.6428571428571429,0.6428571428571429,0.6428571428571429,0.8735521235521235,0.5752895752895753
xerces-1.2,METRICS_POST_TFIDF_RISK,BLSMOTE,ET,4,0.8181818181818182,0.375,0.21428571428571427,0.2727272727272727,0.7427606177606177,0.18666965432431656
xerces-1.2,METRICS_POST_TFIDF_RISK,BLSMOTE,ET,5,0.7954545454545454,0.38461538461538464,0.3333333333333333,0.35714285714285715,0.6753424657534246,0.2371137379319794
xerces-1.2,METRICS_POST_TFIDF_RISK,BLSMOTE,SVM_RBF,1,0.6590909090909091,0.25,0.5714285714285714,0.34782608695652173,0.7335907335907336,0.18788455692040834
xerces-1.2,METRICS_POST_TFIDF_RISK,BLSMOTE,SVM_RBF,2,0.7840909090909091,0.38095238095238093,0.5714285714285714,0.45714285714285713,0.8059845559845559,0.33959159306032227
xerces-1.2,METRICS_POST_TFIDF_RISK,BLSMOTE,SVM_RBF,3,0.6477272727272727,0.2702702702702703,0.7142857142857143,0.39215686274509803,0.7297297297297296,0.2589063741851847
xerces-1.2,METRICS_POST_TFIDF_RISK,BLSMOTE,SVM_RBF,4,0.625,0.14814814814814814,0.2857142857142857,0.1951219512195122,0.5598455598455598,-0.019904289086766613
xerces-1.2,METRICS_POST_TFIDF_RISK,BLSMOTE,SVM_RBF,5,0.7272727272727273,0.3333333333333333,0.6,0.42857142857142855,0.7949771689497717,0.2881755335019611
xerces-1.2,METRICS_POST_TFIDF_RISK,BLSMOTE,GB,1,0.7386363636363636,0.30434782608695654,0.5,0.3783783783783784,0.7403474903474904,0.2362364220690682
xerces-1.2,METRICS_POST_TFIDF_RISK,BLSMOTE,GB,2,0.7840909090909091,0.391304347826087,0.6428571428571429,0.4864864864864865,0.8354247104247104,0.37765686521245595
xerces-1.2,METRICS_POST_TFIDF_RISK,BLSMOTE,GB,3,0.8636363636363636,0.5555555555555556,0.7142857142857143,0.625,0.8957528957528957,0.5496604555653705
xerces-1.2,METRICS_POST_TFIDF_RISK,BLSMOTE,GB,4,0.8068181818181818,0.38461538461538464,0.35714285714285715,0.37037037037037035,0.7128378378378377,0.2567068871269836
xerces-1.2,METRICS_POST_TFIDF_RISK,BLSMOTE,GB,5,0.7272727272727273,0.2,0.2,0.2,0.7091324200913243,0.03561643835616438
xerces-1.2,METRICS_POST_TFIDF_RISK_SELECTED,NONE,LR,1,0.8522727272727273,0.6666666666666666,0.14285714285714285,0.23529411764705882,0.6640926640926641,0.2607082836146173
xerces-1.2,METRICS_POST_TFIDF_RISK_SELECTED,NONE,LR,2,0.8295454545454546,0.3333333333333333,0.07142857142857142,0.11764705882352941,0.6418918918918919,0.08949687347964475
xerces-1.2,METRICS_POST_TFIDF_RISK_SELECTED,NONE,LR,3,0.8522727272727273,1.0,0.07142857142857142,0.13333333333333333,0.7731660231660231,0.24648597651267215
xerces-1.2,METRICS_POST_TFIDF_RISK_SELECTED,NONE,LR,4,0.8522727272727273,1.0,0.07142857142857142,0.13333333333333333,0.5501930501930501,0.24648597651267215
xerces-1.2,METRICS_POST_TFIDF_RISK_SELECTED,NONE,LR,5,0.8181818181818182,0.0,0.0,0.0,0.7337899543378995,-0.04859869115767437
xerces-1.2,METRICS_POST_TFIDF_RISK_SELECTED,NONE,RF,1,0.7840909090909091,0.3076923076923077,0.2857142857142857,0.2962962962962963,0.6616795366795367,0.16914794888212098
xerces-1.2,METRICS_POST_TFIDF_RISK_SELECTED,NONE,RF,2,0.8295454545454546,0.4444444444444444,0.2857142857142857,0.34782608695652173,0.7794401544401545,0.2633260114913263
xerces-1.2,METRICS_POST_TFIDF_RISK_SELECTED,NONE,RF,3,0.8863636363636364,0.75,0.42857142857142855,0.5454545454545454,0.903957528957529,0.5108853697297085
xerces-1.2,METRICS_POST_TFIDF_RISK_SELECTED,NONE,RF,4,0.8181818181818182,0.4,0.2857142857142857,0.3333333333333333,0.7297297297297297,0.23583522980728647
xerces-1.2,METRICS_POST_TFIDF_RISK_SELECTED,NONE,RF,5,0.8181818181818182,0.4,0.13333333333333333,0.2,0.6611872146118721,0.14982706284053374
xerces-1.2,METRICS_POST_TFIDF_RISK_SELECTED,NONE,ET,1,0.8068181818181818,0.36363636363636365,0.2857142857142857,0.32,0.7451737451737452,0.21137012653545936
xerces-1.2,METRICS_POST_TFIDF_RISK_SELECTED,NONE,ET,2,0.8636363636363636,0.625,0.35714285714285715,0.45454545454545453,0.7326254826254825,0.4028134645945779
xerces-1.2,METRICS_POST_TFIDF_RISK_SELECTED,NONE,ET,3,0.8977272727272727,0.7777777777777778,0.5,0.6086956521739131,0.8943050193050193,0.5709280780121676
xerces-1.2,METRICS_POST_TFIDF_RISK_SELECTED,NONE,ET,4,0.8295454545454546,0.42857142857142855,0.21428571428571427,0.2857142857142857,0.7495173745173745,0.21658914200547072
xerces-1.2,METRICS_POST_TFIDF_RISK_SELECTED,NONE,ET,5,0.8295454545454546,0.5,0.2,0.2857142857142857,0.6707762557077626,0.2370607408548722
xerces-1.2,METRICS_POST_TFIDF_RISK_SELECTED,NONE,SVM_RBF,1,0.8409090909090909,0.0,0.0,0.0,0.7239382239382239,0.0
xerces-1.2,METRICS_POST_TFIDF_RISK_SELECTED,NONE,SVM_RBF,2,0.8409090909090909,0.0,0.0,0.0,0.7046332046332046,0.0
xerces-1.2,METRICS_POST_TFIDF_RISK_SELECTED,NONE,SVM_RBF,3,0.8409090909090909,0.0,0.0,0.0,0.8214285714285714,0.0
